Class,Assertion roulette,Conditional test logic,Constructor initialization,Eager test,Empty test,Exception handling,Ignored tests,Unknown test,Total
wildfly-security_wildfly-elytron.org.wildfly.security.permission.AbstractPermission,5,0,0,5,0,0,0,0,10
wildfly-security_wildfly-elytron.org.wildfly.security.permission.AbstractBooleanPermission,1,0,0,1,0,0,0,0,2
wildfly-security_wildfly-elytron.org.wildfly.security.permission.AbstractNameOnlyPermission,1,0,0,1,0,0,0,0,2
wildfly-security_wildfly-elytron.org.wildfly.security.permission.AbstractNameSetOnlyPermission,1,0,0,1,0,0,0,0,2
wildfly-security_wildfly-elytron.org.wildfly.security.provider.util.ProviderFactory,0,0,0,0,0,0,0,0,0
wildfly-security_wildfly-elytron.org.wildfly.security.http.HttpServerAuthenticationMechanismFactory,0,0,0,0,0,0,0,2,2
wildfly-security_wildfly-elytron.org.wildfly.security.http.HttpServerAuthenticationMechanism,4,0,0,0,0,0,0,0,4
wildfly-security_wildfly-elytron.org.wildfly.security.http.HttpAuthenticator,6,0,0,0,0,0,0,0,6
wildfly-security_wildfly-elytron.org.wildfly.security.http.oidc.OidcClientConfigurationBuilder,1,0,0,1,0,0,0,0,2
wildfly-security_wildfly-elytron.org.wildfly.security.http.oidc.OidcSecurityRealm,4,0,0,4,0,0,0,0,8
wildfly-security_wildfly-elytron.org.wildfly.security.keystore.LdapGeneralizedTimeUtil,4,0,0,0,0,0,0,0,4
wildfly-security_wildfly-elytron.org.wildfly.security.keystore.ModifyTrackingKeyStore,1,0,0,1,0,0,0,0,2
wildfly-security_wildfly-elytron.org.wildfly.security.keystore.AtomicLoadKeyStore,2,0,0,1,0,0,0,0,3
wildfly-security_wildfly-elytron.org.wildfly.security.keystore.KeyStoreUtil,7,0,0,1,0,0,0,0,8
wildfly-security_wildfly-elytron.org.wildfly.security.keystore.UnmodifiableKeyStore,1,0,0,0,0,0,0,0,1
wildfly-security_wildfly-elytron.org.wildfly.security.password.PasswordFactory,21,1,0,14,0,0,3,34,73
wildfly-security_wildfly-elytron.org.wildfly.security.keystore.AliasFilter,0,0,0,0,0,0,0,9,9
wildfly-security_wildfly-elytron.org.wildfly.security.manager.StackInspector,1,0,0,1,0,0,0,0,2
wildfly-security_wildfly-elytron.org.wildfly.security.manager.WildFlySecurityManager,1,0,0,0,0,0,0,0,1
wildfly-security_wildfly-elytron.org.wildfly.security.authz.jacc.ElytronPolicyConfiguration,2,0,0,2,0,0,0,0,4
wildfly-security_wildfly-elytron.org.wildfly.security.authz.jacc.ElytronPolicyConfigurationFactory,2,0,0,1,0,1,0,0,4
wildfly-security_wildfly-elytron.org.wildfly.security.authz.RoleDecoder,1,0,0,1,0,0,0,0,2
wildfly-security_wildfly-elytron.org.wildfly.security.authz.SourceAddressRoleDecoder,2,0,0,0,0,0,0,0,2
wildfly-security_wildfly-elytron.org.wildfly.security.authz.RegexRoleMapper,9,0,0,9,0,0,0,0,18
wildfly-security_wildfly-elytron.org.wildfly.security.authz.MappedRoleMapper,1,0,0,1,0,0,0,0,2
wildfly-security_wildfly-elytron.org.wildfly.security.authz.RoleMapper,3,0,0,3,0,0,0,0,6
wildfly-security_wildfly-elytron.org.wildfly.security.authz.Roles,8,0,0,8,0,0,0,0,16
wildfly-security_wildfly-elytron.org.wildfly.security.auth.server.IdentityCredentials,0,0,0,0,0,0,0,1,1
wildfly-security_wildfly-elytron.org.wildfly.security.auth.server.SecurityDomain,30,0,0,23,0,2,0,0,55
wildfly-security_wildfly-elytron.org.wildfly.security.auth.server.SecurityIdentity,3,0,0,3,0,0,0,0,6
wildfly-security_wildfly-elytron.org.wildfly.security.auth.util.CaseNameRewriter,0,0,0,0,0,0,0,0,0
wildfly-security_wildfly-elytron.org.wildfly.security.auth.util.MutableNameRewriter,2,0,0,2,0,0,0,0,4
wildfly-security_wildfly-elytron.org.wildfly.security.ssl.MechanismDatabase,1,0,0,1,0,0,0,0,2
wildfly-security_wildfly-elytron.org.wildfly.security.ssl.CipherSuiteSelector,26,0,0,26,0,0,0,0,52
wildfly-security_wildfly-elytron.org.wildfly.security.SecurityFactory,11,0,0,11,0,2,0,26,50
wildfly-security_wildfly-elytron.org.wildfly.security.ssl.JDKSpecific,1,0,0,0,0,0,0,0,1
wildfly-security_wildfly-elytron.org.wildfly.security.ssl.X509RevocationTrustManager,0,0,0,0,0,0,0,0,0
wildfly-security_wildfly-elytron.org.wildfly.security.cache.RealmIdentityCache,2,0,0,2,0,0,0,0,4
wildfly-security_wildfly-elytron.org.wildfly.security.auth.realm.FileSystemSecurityRealm,12,0,0,12,0,1,0,0,25
wildfly-security_wildfly-elytron.org.wildfly.security.auth.realm.FileSystemSecurityRealmBuilder,0,0,0,0,0,0,0,6,6
wildfly-security_wildfly-elytron.org.wildfly.security.auth.client.AuthenticationConfiguration,2,0,0,2,0,0,0,0,4
wildfly-security_wildfly-elytron.org.wildfly.security.keystore.WildFlyElytronKeyStoreProvider,1,0,0,1,0,0,0,0,2
wildfly-security_wildfly-elytron.org.wildfly.security.auth.server.SecurityRealm,7,0,0,7,0,0,0,0,14
wildfly-security_wildfly-elytron.org.wildfly.security.auth.realm.jdbc.mapper.PasswordKeyMapper,8,0,0,8,0,0,0,3,19
wildfly-security_wildfly-elytron.org.wildfly.security.auth.realm.jdbc.JdbcSecurityRealmBuilder,0,0,0,0,0,0,0,2,2
wildfly-security_wildfly-elytron.org.wildfly.security.authz.Attributes,22,0,0,22,0,0,0,0,44
wildfly-security_wildfly-elytron.org.wildfly.security.auth.realm.LegacyPropertiesSecurityRealm,2,0,0,2,0,0,0,2,6
wildfly-security_wildfly-elytron.org.wildfly.security.auth.server.RealmIdentity,4,0,0,3,0,0,0,0,7
wildfly-security_wildfly-elytron.org.wildfly.security.auth.realm.DistributedSecurityRealm,1,0,0,1,0,0,0,0,2
wildfly-security_wildfly-elytron.org.wildfly.security.auth.realm.ldap.UserPasswordPasswordUtil,24,0,0,24,0,0,0,0,48
wildfly-security_wildfly-elytron.org.wildfly.security.auth.realm.token.TokenSecurityRealm,8,0,0,8,0,0,0,6,22
wildfly-security_wildfly-elytron.org.wildfly.security.pem.Pem,3,0,0,2,0,0,0,0,5
wildfly-security_wildfly-elytron.org.wildfly.security.auth.util.MappedRegexRealmMapper,0,0,0,0,0,0,0,0,0
wildfly-security_wildfly-elytron.org.wildfly.security.auth.util.SimpleRegexRealmMapper,0,0,0,0,0,0,0,0,0
wildfly-security_wildfly-elytron.org.wildfly.security.auth.jaspi.JaspiConfigurationBuilder,0,0,0,0,0,0,0,20,20
wildfly-security_wildfly-elytron.org.wildfly.security.auth.client.AuthenticationContext,19,0,0,17,0,8,0,0,44
wildfly-security_wildfly-elytron.org.wildfly.security.auth.client.MatchRule,3,0,0,3,0,0,0,1,7
wildfly-security_wildfly-elytron.org.wildfly.security.auth.client.ElytronXmlParser,17,0,0,16,0,1,0,2,36
wildfly-security_wildfly-elytron.org.wildfly.security.password.WildFlyElytronPasswordProvider,5,0,0,5,0,0,0,0,10
wildfly-security_wildfly-elytron.org.wildfly.security.tool.ElytronToolMessages,0,0,0,0,0,0,0,3,3
wildfly-security_wildfly-elytron.org.wildfly.security.tool.Command,3,3,0,0,0,0,0,0,6
wildfly-security_wildfly-elytron.org.wildfly.security.encryption.SecretKeyUtil,3,0,0,3,0,0,0,0,6
wildfly-security_wildfly-elytron.org.wildfly.security.encryption.CipherUtil,1,0,0,1,0,0,0,0,2
wildfly-security_wildfly-elytron.org.wildfly.security.tool.CredentialStoreCommand,1,0,0,0,0,0,0,0,1
wildfly-security_wildfly-elytron.org.wildfly.security.credential.KeyPairCredential,8,0,0,0,0,0,0,0,8
wildfly-security_wildfly-elytron.org.wildfly.security.tool.ElytronTool,2,2,0,0,0,2,2,0,8
wildfly-security_wildfly-elytron.org.wildfly.security.credential.store.CredentialStore,9,4,0,8,0,2,1,1,25
wildfly-security_wildfly-elytron.org.wildfly.security.util.StringEnumeration,1,0,0,1,0,0,0,0,2
wildfly-security_wildfly-elytron.org.wildfly.security.util.ArrayIterator,7,0,0,7,0,0,0,0,14
wildfly-security_wildfly-elytron.org.wildfly.security.util.PasswordBasedEncryptionUtil,1,0,0,1,0,0,0,0,2
wildfly-security_wildfly-elytron.org.wildfly.security.password.spec.MaskedPasswordAlgorithmSpec,2,0,0,2,0,0,0,0,4
wildfly-security_wildfly-elytron.org.wildfly.security.key.RawSecretKeyFactory,0,0,0,0,0,0,0,0,0
wildfly-security_wildfly-elytron.org.wildfly.security.credential.store.impl.MapCredentialStore,2,0,0,1,0,0,0,0,3
wildfly-security_wildfly-elytron.org.wildfly.security.credential.store.impl.KeyStoreCredentialStore,3,0,0,2,0,0,0,0,5
wildfly-security_wildfly-elytron.org.wildfly.security.password.interfaces.ClearPassword,1,0,0,0,0,0,0,0,1
wildfly-security_wildfly-elytron.org.wildfly.security.audit.PeriodicRotatingFileAuditEndpoint,0,0,0,0,0,0,0,9,9
wildfly-security_wildfly-elytron.org.wildfly.security.audit.SizeRotatingFileAuditEndpoint,0,0,0,0,0,0,0,3,3
wildfly-security_wildfly-elytron.org.wildfly.security.audit.AuditEndpoint,0,0,0,0,0,0,0,6,6
wildfly-security_wildfly-elytron.org.wildfly.security.audit.SyslogAuditEndpoint,0,1,0,0,0,0,1,0,2
wildfly-security_wildfly-elytron.org.wildfly.security.digest.WildFlyElytronDigestProvider,1,0,0,0,0,0,0,0,1
wildfly-security_wildfly-elytron.org.wildfly.security.sasl.gssapi.AbstractGssapiMechanism,3,0,0,0,0,0,0,0,3
wildfly-security_wildfly-elytron.org.wildfly.security.mechanism.gssapi.GSSCredentialSecurityFactory,1,0,0,1,0,0,0,0,2
wildfly-security_wildfly-elytron.org.wildfly.security.sasl.gs2.Gs2,2,0,0,0,0,0,0,0,2
wildfly-security_wildfly-elytron.org.wildfly.security.sasl.util.LegacyRealmListSaslServerFactory,4,0,0,4,0,0,0,0,8
wildfly-security_wildfly-elytron.org.wildfly.security.Version,1,0,0,0,0,0,0,0,1
wildfly-security_wildfly-elytron.org.wildfly.security.sasl.util.UsernamePasswordHashUtil,0,0,0,0,0,0,0,0,0
wildfly-security_wildfly-elytron.org.wildfly.security.auth.callback.AbstractCredentialCallback,3,0,0,0,0,0,0,0,3
wildfly-security_wildfly-elytron.org.wildfly.security.mechanism.digest.DigestUtil,1,0,0,1,0,0,0,0,2
wildfly-security_wildfly-elytron.org.wildfly.security.sasl.digest._private.DigestUtil,5,0,0,0,0,0,0,0,5
wildfly-security_wildfly-elytron.org.wildfly.security.password.util.ModularCrypt,6,0,0,6,0,0,0,0,12
wildfly-security_wildfly-elytron.org.wildfly.security.password.interfaces.BCryptPassword,5,0,0,5,0,0,0,0,10
wildfly-security_wildfly-elytron.org.wildfly.security.password.impl.PasswordFactorySpiImpl,3,0,0,3,0,0,0,4,10
wildfly-security_wildfly-elytron.org.wildfly.security.password.interfaces.MaskedPassword,1,0,0,1,0,0,0,0,2
wildfly-security_wildfly-elytron.org.wildfly.security.password.impl.ScramDigestPasswordImpl,1,0,0,1,0,0,0,0,2
wildfly-security_wildfly-elytron.org.wildfly.security.password.impl.AbstractPasswordImpl,1,0,0,0,0,0,0,0,1
wildfly-security_wildfly-elytron.org.wildfly.security.password.interfaces.UnixSHACryptPassword,0,0,0,0,0,0,0,0,0
wildfly-security_wildfly-elytron.org.wildfly.security.asn1.OidsUtil,1,0,0,0,0,0,0,0,1
wildfly-security_wildfly-elytron.org.wildfly.security.asn1.DEREncoder,5,0,0,5,0,0,0,0,10
wildfly-security_wildfly-elytron.org.wildfly.security.asn1.DERDecoder,21,1,0,18,0,1,0,0,41
wildfly-security_wildfly-elytron.org.wildfly.security.x500.cert.PKCS10CertificateSigningRequest,0,0,0,0,0,0,0,0,0
wildfly-security_wildfly-elytron.org.wildfly.security.x500.cert.X509CertificateBuilder,6,0,0,6,0,0,0,0,12
wildfly-security_wildfly-elytron.org.wildfly.security.x500.cert.SelfSignedX509CertificateAndSigningKey,7,0,0,4,0,1,0,0,12
wildfly-security_wildfly-elytron.org.wildfly.security.x500.cert.acme.AcmeClientSpi,10,0,0,10,0,2,0,0,22
wildfly-security_wildfly-elytron.org.wildfly.security.x500.X500PrincipalBuilder,2,0,0,2,0,0,0,0,4
wildfly-security_wildfly-elytron.org.wildfly.security.x500.X500,4,0,0,0,0,0,0,0,4
wildfly-security_wildfly-elytron.org.wildfly.security.x500.principal.X500AttributePrincipalDecoder,3,0,0,0,0,0,0,0,3
wildfly-security_wildfly-elytron.org.wildfly.security.auth.server.PrincipalDecoder,1,0,0,1,0,0,0,0,2
wildfly-security_wildfly-elytron.org.wildfly.security.x500.principal.X500SubjectEvidenceDecoder,0,0,0,0,0,0,0,0,0
wildfly-security_wildfly-elytron.org.wildfly.security.x500.principal.X509SubjectAltNameEvidenceDecoder,1,0,0,0,0,0,0,0,1
wildfly-security_wildfly-elytron.org.wildfly.security.auth.server.EvidenceDecoder,1,0,0,0,0,0,0,0,1
wildfly-security_wildfly-elytron.org.wildfly.security.x500.util.X500PrincipalUtil,1,0,0,1,0,0,0,0,2
wildfly-security_wildfly-elytron.org.wildfly.security.auth.realm.ldap.AttributeMapping,19,0,0,0,0,0,0,0,19
wildfly-security_wildfly-elytron.org.wildfly.security.auth.realm.ldap.LdapSecurityRealmBuilder,7,0,0,7,0,1,0,0,15
wildfly-security_wildfly-elytron.org.wildfly.security.auth.server.ModifiableSecurityRealm,1,0,0,1,0,0,0,0,2
tesseradata_RHIPE.org.godhuli.rhipe.PersonalServer,0,0,0,0,0,0,0,1,1
tesseradata_RHIPE.org.godhuli.rhipe.RHMR,0,0,0,0,0,0,0,1,1
tesseradata_RHIPE.org.godhuli.rhipe.mr.WordCount,0,0,0,0,0,0,0,1,1
JCTools_JCTools.org.jctools.maps.NonBlockingHashMap,12,2,0,10,0,1,0,0,25
JCTools_JCTools.org.jctools.maps.NonBlockingIdentityHashMap,9,2,0,9,0,1,0,0,21
JCTools_JCTools.org.jctools.maps.NonBlockingHashMapLong,8,1,0,8,0,0,0,0,17
JCTools_JCTools.org.jctools.channels.spsc.SpscChannel,2,0,0,2,0,0,0,0,4
JCTools_JCTools.org.jctools.channels.ChannelProducer,2,0,0,2,0,0,0,0,4
JCTools_JCTools.org.jctools.channels.ChannelConsumer,0,0,0,0,0,0,0,0,0
JCTools_JCTools.org.jctools.queues.spec.ConcurrentQueueSpec,9,2,0,7,0,0,0,0,18
JCTools_JCTools.org.jctools.queues.QueueProgressIndicators,1,0,0,1,0,0,0,0,2
JCTools_JCTools.org.jctools.queues.MessagePassingQueue,10,3,0,6,0,0,0,0,19
JCTools_JCTools.org.jctools.queues.SpscGrowableArrayQueue,2,0,0,0,0,0,0,0,2
JCTools_JCTools.org.jctools.queues.alt.ConcurrentQueue,3,2,0,3,0,0,0,0,8
JCTools_JCTools.org.jctools.counters.Counter,0,0,0,0,0,0,0,1,1
JCTools_JCTools.org.jctools.util.Pow2,2,0,0,0,0,0,0,0,2
JCTools_JCTools.org.jctools.util.RangeUtil,0,0,0,0,0,0,0,0,0
JCTools_JCTools.org.jctools.util.SimpleCompiler,2,0,0,2,0,0,0,0,4
JCTools_JCTools.org.jctools.util.Template,0,0,0,0,0,0,0,0,0
JCTools_JCTools.org.jctools.maps.NonBlockingSetInt,5,0,0,2,0,1,0,0,8
JCTools_JCTools.org.jctools.maps.NonBlockingHashSet,3,0,0,1,0,0,0,0,4
JCTools_JCTools.org.jctools.channels.mapping.Mapper,1,0,0,0,0,0,0,0,1
sharneng_gm4java.org.gm4java.im4java.GMOperation,0,0,0,0,0,0,0,15,15
sharneng_gm4java.org.gm4java.im4java.GMBatchCommand,1,0,0,1,0,0,0,4,6
sharneng_gm4java.org.gm4java.engine.support.GMConnectionPool,0,0,0,0,0,1,0,9,10
sharneng_gm4java.org.gm4java.engine.support.PooledGMConnection,0,0,0,0,0,0,0,4,4
sharneng_gm4java.org.gm4java.engine.support.GMProcessFactory,0,0,0,0,0,0,0,0,0
sharneng_gm4java.org.gm4java.engine.support.GMProcessFactoryImpl,3,0,0,2,0,0,0,6,11
sharneng_gm4java.org.gm4java.engine.support.SimpleGMService,0,0,0,0,0,0,0,4,4
sharneng_gm4java.org.gm4java.engine.support.PooledGMService,0,0,0,0,0,0,0,8,8
sharneng_gm4java.org.gm4java.engine.support.ReaderWriterProcess,0,0,0,0,0,0,0,8,8
sharneng_gm4java.org.gm4java.engine.GMExecutor,1,0,0,0,0,0,0,6,7
sharneng_gm4java.org.gm4java.engine.GMConnection,0,0,0,0,0,0,0,4,4
bedrin_jdbc-sniffer.io.sniffy.socket.SnifferSocketImplFactory,9,1,0,7,0,3,0,0,20
bedrin_jdbc-sniffer.io.sniffy.Sniffy,41,11,0,38,0,22,0,11,123
bedrin_jdbc-sniffer.io.sniffy.nio.SniffySelectorProviderModule,0,0,0,0,0,0,0,0,0
bedrin_jdbc-sniffer.io.sniffy.tls.SniffyTlsModule,2,0,0,2,0,0,0,0,4
bedrin_jdbc-sniffer.io.sniffy.util.JVMUtil,1,4,0,1,0,0,0,0,6
bedrin_jdbc-sniffer.io.sniffy.tls.SSLSocketAdapter,3,0,0,0,0,0,0,4,7
bedrin_jdbc-sniffer.io.sniffy.SniffyUsage,0,0,0,0,0,0,0,0,0
bedrin_jdbc-sniffer.io.sniffy.Sniffer,10,0,0,6,0,15,0,17,48
bedrin_jdbc-sniffer.io.sniffy.LegacySpy,18,0,0,0,0,18,0,0,36
bedrin_jdbc-sniffer.io.sniffy.WrongNumberOfQueriesError,1,0,0,1,0,1,0,0,3
bedrin_jdbc-sniffer.io.sniffy.BaseSpy,0,0,0,0,0,0,0,0,0
bedrin_jdbc-sniffer.io.sniffy.Spy,0,0,0,0,0,0,0,2,2
bedrin_jdbc-sniffer.io.sniffy.socket.SnifferOutputStream,0,0,0,0,0,0,0,4,4
bedrin_jdbc-sniffer.io.sniffy.socket.CompatSnifferSocketImpl,3,0,0,0,0,7,0,12,22
bedrin_jdbc-sniffer.io.sniffy.socket.SnifferInputStream,3,0,0,3,0,0,0,4,10
bedrin_jdbc-sniffer.io.sniffy.socket.TcpConnections,0,0,0,0,0,0,0,9,9
bedrin_jdbc-sniffer.io.sniffy.util.Range,0,0,0,0,0,0,0,0,0
bedrin_jdbc-sniffer.io.sniffy.util.StackTraceExtractor,2,0,0,0,0,0,0,0,2
bedrin_jdbc-sniffer.io.sniffy.util.IOUtil,0,0,0,0,0,0,0,0,0
bedrin_jdbc-sniffer.io.sniffy.util.StringUtil,1,0,0,0,0,0,0,0,1
bedrin_jdbc-sniffer.io.sniffy.util.ReflectionFieldCopier,2,0,0,2,0,0,0,0,4
bedrin_jdbc-sniffer.io.sniffy.util.ExceptionUtil,2,0,0,0,0,1,0,0,3
bedrin_jdbc-sniffer.io.sniffy.test.SharedConnectionDataSource,3,0,0,2,0,0,0,0,5
bedrin_jdbc-sniffer.io.sniffy.test.AnnotationProcessor,5,0,0,1,0,0,0,0,6
bedrin_jdbc-sniffer.io.sniffy.sql.SqlQueries,3,0,0,0,0,0,0,67,70
bedrin_jdbc-sniffer.io.sniffy.sql.SqlUtil,1,0,0,0,0,0,0,0,1
bedrin_jdbc-sniffer.io.sniffy.sql.SniffyDataSource,7,0,0,6,0,1,0,0,14
bedrin_jdbc-sniffer.io.sniffy.servlet.SniffyRequestProcessor,0,0,0,0,0,0,0,0,0
bedrin_jdbc-sniffer.io.sniffy.servlet.SniffyServlet,19,0,0,8,0,0,0,0,27
bedrin_jdbc-sniffer.io.sniffy.servlet.Buffer,0,0,0,0,0,0,0,0,0
bedrin_jdbc-sniffer.io.sniffy.servlet.SniffyFilter,46,0,0,33,0,2,0,2,83
bedrin_jdbc-sniffer.io.sniffy.servlet.FilterServletConfigAdapter,1,0,0,1,0,0,0,0,2
petitparser_java-petitparser.org.petitparser.context.Result,10,0,0,0,0,0,0,0,10
petitparser_java-petitparser.org.petitparser.grammar.xml.ast.XmlDocument,0,0,0,0,0,0,0,0,0
petitparser_java-petitparser.org.petitparser.grammar.xml.XmlCharacterParser,2,0,0,0,0,0,0,0,2
petitparser_java-petitparser.org.petitparser.tools.GrammarDefinition,3,0,0,2,0,0,0,0,5
petitparser_java-petitparser.org.petitparser.parser.Parser,32,0,0,30,0,0,0,19,81
petitparser_java-petitparser.org.petitparser.utils.Functions,4,0,0,0,0,0,0,0,4
petitparser_java-petitparser.org.petitparser.utils.Mirror,8,0,0,8,0,0,0,0,16
petitparser_java-petitparser.org.petitparser.utils.Tracer,2,0,0,2,0,0,0,0,4
petitparser_java-petitparser.org.petitparser.utils.Profiler,3,0,0,3,0,0,0,0,6
petitparser_java-petitparser.org.petitparser.utils.Optimizer,1,0,0,1,0,0,0,0,2
petitparser_java-petitparser.org.petitparser.parser.primitive.CharacterPredicate,19,0,0,19,0,0,0,0,38
petitparser_java-petitparser.org.petitparser.parser.primitive.CharacterParser,56,0,0,12,0,0,0,8,76
petitparser_java-petitparser.org.petitparser.parser.primitive.FailureParser,1,0,0,0,0,0,0,1,2
petitparser_java-petitparser.org.petitparser.parser.primitive.StringParser,4,0,0,0,0,0,0,2,6
petitparser_java-petitparser.org.petitparser.context.Token,1,1,0,1,0,0,0,0,3
petitparser_java-petitparser.org.petitparser.parser.combinators.SettableParser,0,0,0,0,0,0,0,1,1
petitparser_java-petitparser.org.petitparser.tools.ExpressionBuilder,0,0,0,0,0,0,0,1,1
mulesoft_jaxrs-to-raml.org.raml.jaxrs.parser.gatherers.JerseyGatherer,0,0,0,0,0,0,0,0,0
mulesoft_jaxrs-to-raml.org.raml.jaxrs.parser.model.JerseyJaxRsEntity,0,0,0,0,0,0,0,0,0
mulesoft_jaxrs-to-raml.org.raml.jaxrs.parser.source.Utilities,0,0,0,0,0,0,0,0,0
mulesoft_jaxrs-to-raml.org.raml.utilities.types.Cast,0,0,0,0,0,0,0,0,0
square_burst.com.squareup.burst.ParentRunnerSpy,1,0,0,0,0,0,0,0,1
square_burst.com.squareup.burst.Burst,0,0,0,0,0,0,0,1,1
square_burst.com.squareup.burst.BurstableConstructor,0,0,0,0,0,0,0,6,6
skroutz_elasticsearch-analysis-turkishstemmer.org.elasticsearch.index.analysis.TurkishStemmer,15,0,0,0,0,0,0,0,15
skroutz_elasticsearch-analysis-turkishstemmer.org.elasticsearch.index.analysis.stemmer.turkish.states.State,3,0,0,0,0,0,0,0,3
englishtown_vertx-jersey.com.englishtown.vertx.jersey.features.jackson.JacksonFeature,0,0,0,0,0,0,0,0,0
englishtown_vertx-jersey.com.englishtown.vertx.jersey.features.swagger.SwaggerFeature,0,0,0,0,0,0,0,0,0
englishtown_vertx-jersey.com.englishtown.vertx.jersey.features.swagger.internal.SwaggerServletConfig,4,0,0,0,0,0,0,0,4
englishtown_vertx-jersey.com.englishtown.vertx.jersey.JerseyVerticle,1,0,0,0,0,0,0,0,1
englishtown_vertx-jersey.com.englishtown.vertx.jersey.security.DefaultSecurityContext,2,0,0,2,0,0,0,0,4
englishtown_vertx-jersey.com.englishtown.vertx.jersey.impl.VertxResponseWriter,0,0,0,0,0,0,0,2,2
englishtown_vertx-jersey.com.englishtown.vertx.jersey.impl.DefaultJerseyHandler,2,0,0,0,0,0,0,4,6
englishtown_vertx-jersey.com.englishtown.vertx.jersey.impl.DefaultJerseyOptions,6,0,0,0,0,0,0,0,6
englishtown_vertx-jersey.com.englishtown.vertx.jersey.impl.DefaultVertxContainer,1,0,0,1,0,1,0,1,4
englishtown_vertx-jersey.com.englishtown.vertx.jersey.JerseyServer,1,0,0,0,0,0,0,2,3
englishtown_vertx-jersey.com.englishtown.vertx.jersey.impl.DefaultJerseyServer,0,0,0,0,0,0,0,0,0
englishtown_vertx-jersey.com.englishtown.vertx.jersey.inject.impl.VertxResponseWriterProvider,0,0,0,0,0,0,0,0,0
englishtown_vertx-jersey.com.englishtown.vertx.jersey.promises.WhenJerseyServer,0,0,0,0,0,0,0,0,0
englishtown_vertx-jersey.com.englishtown.vertx.guice.BootstrapBinder,0,0,0,0,0,0,0,1,1
englishtown_vertx-jersey.com.englishtown.vertx.guice.GuiceJerseyBinder,1,0,0,1,0,0,0,1,3
jooby-project_jooby.io.jooby.internal.whoops.Whoops,0,0,0,0,0,0,0,1,1
jooby-project_jooby.io.jooby.freemarker.FreemarkerModule,1,0,0,1,0,0,0,0,2
jooby-project_jooby.io.jooby.hikari.HikariModule,15,0,0,0,0,0,0,0,15
jooby-project_jooby.io.jooby.pebble.PebbleModule,1,0,0,1,0,0,0,0,2
jooby-project_jooby.io.jooby.internal.cli.CommandContextImpl,1,0,0,0,0,0,0,0,1
jooby-project_jooby.io.jooby.json.YassonModule,1,0,0,1,0,0,0,0,2
jooby-project_jooby.io.jooby.json.JacksonModule,0,0,0,0,0,0,0,0,0
jooby-project_jooby.io.jooby.Body,0,0,0,0,0,0,0,0,0
jooby-project_jooby.io.jooby.Context,0,0,0,0,0,0,0,2,2
jooby-project_jooby.io.jooby.Value,14,0,0,12,0,1,0,2,29
jooby-project_jooby.io.jooby.Reified,1,0,0,1,0,0,0,1,3
jooby-project_jooby.io.jooby.internal.Chi,8,0,0,8,0,0,0,0,16
jooby-project_jooby.io.jooby.AssetSource,1,0,0,1,0,0,0,0,2
jooby-project_jooby.io.jooby.internal.handler.LinkedHandler,14,0,0,4,0,0,0,0,18
jooby-project_jooby.io.jooby.run.ServerRef,0,0,0,0,0,0,0,1,1
jooby-project_jooby.io.jooby.handlebars.HandlebarsModule,0,0,0,0,0,0,0,0,0
jooby-project_jooby.io.jooby.di.JoobyModule,0,0,0,0,0,0,0,1,1
jooby-project_jooby.io.jooby.email.CommonsEmailModule,2,0,0,0,0,0,0,0,2
jooby-project_jooby.io.jooby.Environment,6,0,0,4,0,0,0,0,10
jooby-project_jooby.io.jooby.internal.utow.UtowFileUpload,0,0,0,0,0,0,0,0,0
jooby-project_jooby.io.jooby.MockRouter,2,0,0,2,0,0,0,0,4
jooby-project_jooby.io.jooby.WebSocket,2,0,0,2,0,0,0,0,4
jooby-project_jooby.io.jooby.ParamLookup,0,0,0,0,0,0,0,1,1
jooby-project_jooby.io.jooby.Jooby,0,0,0,0,0,0,0,0,0
jooby-project_jooby.io.jooby.Router,1,0,0,0,0,0,0,0,1
jooby-project_jooby.io.jooby.SslOptions,4,0,0,4,0,0,0,0,8
jooby-project_jooby.io.jooby.ServerOptions,1,0,0,1,0,0,0,0,2
jooby-project_jooby.io.jooby.Cors,1,0,0,1,0,0,0,0,2
jooby-project_jooby.io.jooby.Server,2,0,0,2,0,0,0,0,4
jooby-project_jooby.io.jooby.ServerSentMessage,0,0,0,0,0,0,0,0,0
jooby-project_jooby.io.jooby.Usage,0,0,0,0,0,0,0,0,0
jooby-project_jooby.io.jooby.Cookie,4,0,0,3,0,0,0,0,7
jooby-project_jooby.io.jooby.DefaultContext,0,0,0,0,0,0,0,0,0
jooby-project_jooby.io.jooby.MediaType,7,0,0,5,0,0,0,0,12
jooby-project_jooby.io.jooby.ValueNode,1,0,0,0,0,0,0,0,1
jooby-project_jooby.io.jooby.internal.HashValue,2,0,0,2,0,0,0,0,4
jooby-project_jooby.io.jooby.ByteRange,2,0,0,1,0,0,0,0,3
jooby-project_jooby.io.jooby.internal.pac4j.UrlResolverImpl,2,0,0,0,0,0,0,0,2
jooby-project_jooby.io.jooby.internal.LocaleUtils,3,0,0,1,0,0,0,0,4
jooby-project_jooby.io.jooby.MockSession,1,0,0,1,0,0,0,0,2
jooby-project_jooby.io.jooby.StatusCode,2,0,0,0,0,0,0,0,2
jooby-project_jooby.io.jooby.MockResponse,2,0,0,2,0,0,0,0,4
jooby-project_jooby.io.jooby.banner.BannerModule,1,0,0,1,0,0,0,1,3
