Class,TotalTestabilitySmells,TestabilitySmellsDensity,TotalTests,TestDensity
TeamBliss-LP_android_frameworks_base.com.android.framework.multidexlegacytestservices.manymethods.Big008,0,0.00,0,0.00
TeamBliss-LP_android_frameworks_base.com.android.framework.multidexlegacytestservices.manymethods.Big080,0,0.00,0,0.00
TeamBliss-LP_android_frameworks_base.com.android.framework.multidexlegacytestservices.manymethods.Big010,0,0.00,0,0.00
TeamBliss-LP_android_frameworks_base.com.android.framework.multidexlegacytestservices.manymethods.Big064,0,0.00,0,0.00
TeamBliss-LP_android_frameworks_base.com.android.framework.multidexlegacytestservices.manymethods.Big071,0,0.00,0,0.00
TeamBliss-LP_android_frameworks_base.com.android.framework.multidexlegacytestservices.manymethods.Big012,0,0.00,0,0.00
TeamBliss-LP_android_frameworks_base.com.android.framework.multidexlegacytestservices.manymethods.Big079,0,0.00,0,0.00
TeamBliss-LP_android_frameworks_base.com.android.framework.multidexlegacytestservices.manymethods.Big009,0,0.00,0,0.00
TeamBliss-LP_android_frameworks_base.com.android.framework.multidexlegacytestservices.manymethods.Big006,0,0.00,0,0.00
TeamBliss-LP_android_frameworks_base.com.android.framework.multidexlegacytestservices.manymethods.Big004,0,0.00,0,0.00
TeamBliss-LP_android_frameworks_base.com.android.framework.multidexlegacytestservices.manymethods.Big017,0,0.00,0,0.00
TeamBliss-LP_android_frameworks_base.com.android.framework.multidexlegacytestservices.manymethods.Big033,0,0.00,0,0.00
TeamBliss-LP_android_frameworks_base.com.android.framework.multidexlegacytestservices.manymethods.Big058,0,0.00,0,0.00
TeamBliss-LP_android_frameworks_base.com.android.framework.multidexlegacytestservices.manymethods.Big076,0,0.00,0,0.00
TeamBliss-LP_android_frameworks_base.com.android.framework.multidexlegacytestservices.manymethods.Big020,0,0.00,0,0.00
javaparser_javaparser.org.tensorflow.op.Ops,0,0.00,0,0.00
nasa_OpenSPIFe.gov.nasa.ensemble.dictionary.DictionaryPackage,0,0.00,0,0.00
h2oai_h2o-dev.hex.glm.GLMTask,0,0.00,0,0.00
imagej_imagej-ops.net.imagej.ops.Ops,0,0.00,0,0.00
wendykierp_JTransforms.org.jtransforms.utils.CommonUtils,0,0.00,32,2.93
lemire_RoaringBitmap.org.roaringbitmap.buffer.MappeableRunContainer,0,0.00,0,0.00
xtreemfs_xtreemfs.com.google.protobuf.TestUtil,0,0.00,0,0.00
