Project Name,Package Name,Type Name,Method Name,Implementation Smell,Cause of the Smell,Method start line no
xp,com.enonic.wem.api.form,FormItems,checkFormItemType,Long Statement,The length of the statement "Preconditions.checkArgument(type.isInstance(formItem)`"FormItem [%s] in [%s] is not of type %s: " + formItem.getClass().getName()`this.getPath()`formItem.getName()`type.getSimpleName());" is 186.,206
xp,com.enonic.wem.api.form.inputtype,InputType,equals,Long Statement,The length of the statement "return Objects.equals(this.inputTypeName`that.inputTypeName) && Objects.equals(this.configClass`that.configClass) && Objects.equals(this.builtIn`that.builtIn);" is 159.,65
xp,com.enonic.wem.api.form.inputtype,SingleSelectorConfig,checkValidity,Long Statement,The length of the statement "throw new InvalidValueException(property`"Value can only be of one the following strings: " + optionValuesAsCommaSeparatedString());" is 132.,31
xp,com.enonic.wem.api.form.inputtype,Color,parse,Magic Number,The method contains a magic number: 2,44
xp,com.enonic.wem.api.form.inputtype,Color,checkRange,Magic Number,The method contains a magic number: 255,108
xp,com.enonic.wem.api.form.inputtype,ValueHolder,checkRange,Magic Number,The method contains a magic number: 255,108
xp,com.enonic.wem.api.form.inputtype,SingleSelectorConfigJsonSerializer,parseConfig,Long Statement,The length of the statement "final SingleSelectorConfig.SelectorType selectorType=SingleSelectorConfig.SelectorType.valueOf(getStringValue("selectorType"`inputTypeConfigNode));" is 147.,33
xp,com.enonic.wem.api.form.inputtype,RelationshipConfigXmlSerializer,serializeConfig,Long Statement,The length of the statement "inputTypeConfigEl.addContent(new Element("relationship-type").setText(relationshipConfig.getRelationshipType().toString()));" is 124.,14
xp,com.enonic.wem.api.form.inputtype,ImageSelectorConfigXmlSerializer,serializeConfig,Long Statement,The length of the statement "inputTypeConfigEl.addContent(new Element("relationship-type").setText(relationshipConfig.getRelationshipType().toString()));" is 124.,16
xp,com.enonic.wem.api.form.inputtype,ComboBoxConfig,checkValidity,Long Statement,The length of the statement "throw new InvalidValueException(property`"Value can only be of one the following strings: " + optionValuesAsCommaSeparatedString());" is 132.,33
xp,com.enonic.wem.api.account,AccountKey,from,Magic Number,The method contains a magic number: 2,132
xp,com.enonic.wem.api.account,AccountKey,from,Magic Number,The method contains a magic number: 3,132
xp,com.enonic.wem.api.account,AccountKey,from,Missing default,The following switch statement is missing a default case: !org.eclipse.jdt.core.dom.SwitchStatement@5423e8c9,132
xp,com.enonic.wem.api.xml.serializer,XmlPageDescriptorSerializerTest,test_to_xml,Long Statement,The length of the statement "Input myCustomInput=newInput().name("myCustomInput").inputType(TEXT_LINE).label("My custom input").required(false).build();" is 123.,29
xp,com.enonic.wem.api.xml.serializer,XmlPageDescriptorSerializerTest,test_to_xml,Long Statement,The length of the statement "FieldSet myFieldSet=newFieldSet().name("myFieldSet").label("My field set").addFormItem(newInput().name("fieldSetItem").inputType(TEXT_LINE).label("Field set Item").required(false).build()).build();" is 197.,29
xp,com.enonic.wem.api.xml.serializer,XmlPageDescriptorSerializerTest,test_to_xml,Long Statement,The length of the statement "FormItemSet myFormItemSet=newFormItemSet().name("myFormItemSet").label("My form item set").addFormItem(myTextLine).addFormItem(myCustomInput).addFormItem(myFieldSet).build();" is 174.,29
xp,com.enonic.wem.api.xml.serializer,XmlPageDescriptorSerializerTest,test_to_xml,Long Statement,The length of the statement "Form pageForm=Form.newForm().addFormItem(newInput().name("pause").inputType(DOUBLE).label("Pause parameter").build()).addFormItem(myFormItemSet).build();" is 153.,29
xp,com.enonic.wem.api.xml.serializer,XmlPageDescriptorSerializerTest,test_to_xml,Long Statement,The length of the statement "PageDescriptor pageDescriptor=PageDescriptor.newPageDescriptor().displayName("Landing page").config(pageForm).regions(newRegionDescriptors().add(newRegionDescriptor().name("header").build()).add(newRegionDescriptor().name("main").build()).add(newRegionDescriptor().name("footer").build()).build()).key(PageDescriptorKey.from("module-1.0.0:mypage")).build();" is 357.,29
xp,com.enonic.wem.api.xml.serializer,XmlFormSerializerTest,test_to_xml,Long Statement,The length of the statement "final Input myCustomInput=newInput().name("myCustomInput").inputType(TEXT_LINE).label("My custom input").required(false).build();" is 129.,41
xp,com.enonic.wem.api.xml.serializer,XmlFormSerializerTest,test_to_xml,Long Statement,The length of the statement "final FieldSet myFieldSet=newFieldSet().name("myFieldSet").label("My field set").addFormItem(newInput().name("fieldSetItem").inputType(TEXT_LINE).label("Field set Item").required(false).build()).build();" is 203.,41
xp,com.enonic.wem.api.xml.serializer,XmlFormSerializerTest,test_to_xml,Long Statement,The length of the statement "final FormItemSet myFormItemSet=newFormItemSet().name("myFormItemSet").label("My form item set").addFormItem(myTextLine).addFormItem(myCustomInput).addFormItem(myFieldSet).build();" is 180.,41
xp,com.enonic.wem.api.xml.serializer,XmlFormSerializerTest,test_to_xml,Long Statement,The length of the statement "final Input myInput=newInput().name("pause").inputType(DOUBLE).label("Pause parameter").maximumOccurrences(3).minimumOccurrences(2).customText("customText").helpText("helpText").validationRegexp("!@$%").indexed(true).immutable(true).build();" is 241.,41
xp,com.enonic.wem.api.xml.serializer,XmlFormSerializerTest,test_to_xml,Magic Number,The method contains a magic number: 3,41
xp,com.enonic.wem.api.xml.serializer,XmlFormSerializerTest,test_to_xml,Magic Number,The method contains a magic number: 2,41
xp,com.enonic.wem.api.xml.serializer,XmlFormSerializerTest,test_to_input,Magic Number,The method contains a magic number: 3,132
xp,com.enonic.wem.api.xml.serializer,XmlFormSerializerTest,test_to_input,Magic Number,The method contains a magic number: 2,132
xp,com.enonic.wem.api.xml.serializer,XmlFormSerializerTest,createFormWithAllFormItemTypes,Long Statement,The length of the statement "final Mixin inputMixin=newMixin().name("mymodule-1.0.0:my_shared_input").addFormItem(Input.newInput().name("my_shared_input").inputType(InputTypes.TEXT_LINE).build()).build();" is 175.,188
xp,com.enonic.wem.api.xml.serializer,XmlFormSerializerTest,createFormWithAllFormItemTypes,Long Statement,The length of the statement "final Layout layout=FieldSet.newFieldSet().label("My field set").name("myFieldSet").addFormItem(newInput().name("myTextLine").inputType(InputTypes.TEXT_LINE).build()).build();" is 175.,188
xp,com.enonic.wem.api.xml.serializer,XmlFormSerializerTest,createFormWithAllInputTypes,Long Statement,The length of the statement "final ComboBoxConfig comboBoxConfig=newComboBoxConfig().addOption("myOption 1"`"o1").addOption("myOption 2"`"o2").build();" is 122.,203
xp,com.enonic.wem.api.xml.serializer,XmlFormSerializerTest,createFormWithAllInputTypes,Long Statement,The length of the statement "final SingleSelectorConfig singleSelectorConfig=newSingleSelectorConfig().typeDropdown().addOption("myOption 1"`"o1").addOption("myOption 2"`"o2").build();" is 155.,203
xp,com.enonic.wem.api.xml.serializer,XmlFormSerializerTest,createFormWithAllInputTypes,Long Statement,The length of the statement "final ImageSelectorConfig imageSelectorConfig=newImageSelectorConfig().relationshipType(RelationshipTypeName.DEFAULT).build();" is 126.,203
xp,com.enonic.wem.api.xml.serializer,XmlFormSerializerTest,createFormWithAllInputTypes,Long Statement,The length of the statement "formBuilder.addFormItem(newInput().name("myComboBox").inputType(InputTypes.COMBO_BOX).inputTypeConfig(comboBoxConfig).build());" is 127.,203
xp,com.enonic.wem.api.xml.serializer,XmlFormSerializerTest,createFormWithAllInputTypes,Long Statement,The length of the statement "formBuilder.addFormItem(newInput().name("mySingleSelector").inputType(InputTypes.SINGLE_SELECTOR).inputTypeConfig(singleSelectorConfig).build());" is 145.,203
xp,com.enonic.wem.api.xml.serializer,XmlFormSerializerTest,createFormWithAllInputTypes,Long Statement,The length of the statement "formBuilder.addFormItem(newInput().name("myTextArea").inputType(InputTypes.TEXT_AREA).inputTypeConfig(InputTypes.TEXT_AREA.getDefaultConfig()).build());" is 152.,203
xp,com.enonic.wem.api.xml.serializer,XmlFormSerializerTest,createFormWithAllInputTypes,Long Statement,The length of the statement "formBuilder.addFormItem(newInput().name("myRelationship").inputType(InputTypes.RELATIONSHIP).inputTypeConfig(relationshipConfig).build());" is 138.,203
xp,com.enonic.wem.api.xml.serializer,XmlFormSerializerTest,createFormWithAllInputTypes,Long Statement,The length of the statement "formBuilder.addFormItem(newInput().name("myImage").inputType(InputTypes.IMAGE_SELECTOR).inputTypeConfig(imageSelectorConfig).build());" is 134.,203
xp,com.enonic.wem.api.xml.serializer,XmlSiteTemplateSerializerTest,test_to_xml,Long Statement,The length of the statement "final ContentTypeFilter contentTypeFilter=newContentFilter().defaultDeny().allowContentTypes(ContentTypeNames.from("mymodule-1.0.0:com.enonic.tweet"`"mymodule-1.0.0:system.folder")).denyContentType("mymodule-1.0.0:com.enonic.tweet.internal").build();" is 250.,20
xp,com.enonic.wem.api.xml.serializer,XmlSiteTemplateSerializerTest,test_to_xml,Long Statement,The length of the statement "final SiteTemplate siteTemplate=SiteTemplate.newSiteTemplate().key(SiteTemplateKey.from("Intranet-1.0.0")).displayName("Enonic Intranet").description("A social intranet for the Enterprise").url("http://www.enonic.com/intranet").vendor(newVendor().name("Enonic").url("https://www.enonic.com").build()).modules(ModuleKeys.from("com.enonic.intranet-1.0.0"`"com.company.sampleModule-1.1.0"`"com.company.theme.someTheme-1.4.1"`"com.enonic.resolvers-1.0.0")).contentTypeFilter(contentTypeFilter).build();" is 498.,20
xp,com.enonic.wem.api.xml.serializer,XmlSiteTemplateSerializerTest,test_from_xml,Long Statement,The length of the statement "assertEquals(ModuleKeys.from("com.enonic.intranet-1.0.0"`"com.company.sampleModule-1.1.0"`"com.company.theme.someTheme-1.4.1"`"com.enonic.resolvers-1.0.0")`siteTemplate.getModules());" is 183.,46
xp,com.enonic.wem.api.xml.serializer,XmlSiteTemplateSerializerTest,test_from_xml,Long Statement,The length of the statement "final ContentTypeFilter contentTypeFilter=newContentFilter().defaultDeny().allowContentTypes(ContentTypeNames.from("mymodule-1.0.0:com.enonic.tweet"`"mymodule-1.0.0:system.folder")).denyContentType("mymodule-1.0.0:com.enonic.tweet.internal").build();" is 250.,46
xp,com.enonic.wem.api.xml.serializer,XmlRelationshipTypeSerializerTest,test_to_xml,Long Statement,The length of the statement "final RelationshipType relationshipType=newRelationshipType().name("mymodule-1.0.0:like").description("description").fromSemantic("likes").toSemantic("liked by").addAllowedFromType(ContentTypeName.from("mymodule-1.0.0:person")).addAllowedFromType(ContentTypeName.from("mymodule-1.0.0:animal")).addAllowedToType(ContentTypeName.from("mymodule-1.0.0:vehicle")).build();" is 367.,17
xp,com.enonic.wem.api.xml.serializer,XmlRelationshipTypeSerializerTest,test_from_xml,Long Statement,The length of the statement "assertEquals(ContentTypeNames.from("mymodule-1.0.0:animal"`"mymodule-1.0.0:person")`relationshipType.getAllowedFromTypes());" is 124.,37
xp,com.enonic.wem.api.xml.serializer,XmlImageDescriptorSerializerTest,test_to_xml,Long Statement,The length of the statement "Form configForm=Form.newForm().addFormItem(newInput().name("width").inputType(DOUBLE).label("Column width").build()).build();" is 125.,19
xp,com.enonic.wem.api.xml.serializer,XmlImageDescriptorSerializerTest,test_to_xml,Long Statement,The length of the statement "ImageDescriptor imageDescriptor=ImageDescriptor.newImageDescriptor().displayName("An Image").name("myimage").config(configForm).key(ImageDescriptorKey.from("module-1.0.0:myimage")).build();" is 189.,19
xp,com.enonic.wem.api.xml.serializer,XmlContentTypeSerializerTest,test_to_xml,Long Statement,The length of the statement "final Layout layout=FieldSet.newFieldSet().label("My field set").name("myFieldSet").addFormItem(newInput().name("myTextLine").inputType(InputTypes.TEXT_LINE).build()).build();" is 175.,22
xp,com.enonic.wem.api.xml.serializer,XmlContentTypeSerializerTest,test_to_xml,Long Statement,The length of the statement "final ContentType.Builder contentTypeBuilder=newContentType().name("mymodule-1.0.0:all_schemas").addFormItem(set).displayName("All the Base Types").description("description").contentDisplayNameScript("$('firstName') + ' ' + $('lastName')").superType(ContentTypeName.from("mymodule-1.0.0:content")).setAbstract(false).setFinal(true);" is 332.,22
xp,com.enonic.wem.api.xml.serializer,XmlPartDescriptorSerializerTest,test_to_xml,Long Statement,The length of the statement "Form configForm=Form.newForm().addFormItem(newInput().name("width").inputType(DOUBLE).label("Column width").build()).build();" is 125.,20
xp,com.enonic.wem.api.xml.serializer,XmlPartDescriptorSerializerTest,test_to_xml,Long Statement,The length of the statement "PartDescriptor partDescriptor=PartDescriptor.newPartDescriptor().displayName("A Part").name("mypart").config(configForm).key(PartDescriptorKey.from("module-1.0.0:mypart")).build();" is 180.,20
xp,com.enonic.wem.api.xml.serializer,XmlPageTemplateSerializerTest,test_to_xml,Long Statement,The length of the statement "Region region=Region.newRegion().name("my-region").add(PartComponent.newPartComponent().name("PartInHeader").descriptor("demo-1.0.0:my-part-template").config(partInHeaderConfig).build()).build();" is 195.,34
xp,com.enonic.wem.api.xml.serializer,XmlPageTemplateSerializerTest,test_to_xml,Long Statement,The length of the statement "PageTemplate pageTemplate=PageTemplate.newPageTemplate().key(PageTemplateKey.from("mainmodule|main-page")).displayName("Main page template").regions(regions).config(pageTemplateConfig).canRender(ContentTypeNames.from("mymodule-1.0.0:com.enonic.sometype"`"mymodule-1.0.0:some.other.type")).descriptor(PageDescriptorKey.from(ModuleKey.from("mainmodule-1.0.0")`new ComponentDescriptorName("landing-page"))).build();" is 412.,34
xp,com.enonic.wem.api.xml.serializer,XmlPageTemplateSerializerTest,test_to_xml,Magic Number,The method contains a magic number: 500,34
xp,com.enonic.wem.api.xml.serializer,XmlPageTemplateSerializerTest,test_to_xml,Magic Number,The method contains a magic number: 10000,34
xp,com.enonic.wem.api.xml.serializer,XmlPageTemplateSerializerTest,test_from_xml,Magic Number,The method contains a magic number: 10000L,118
xp,com.enonic.wem.api.xml.serializer,XmlPageTemplateSerializerTest,test_from_xml,Magic Number,The method contains a magic number: 500,118
xp,com.enonic.wem.api.xml.serializer,XmlMixinSerializerTest,test_to_xml,Long Statement,The length of the statement "final Layout layout=FieldSet.newFieldSet().label("My field set").name("myFieldSet").addFormItem(newInput().name("myTextLine").inputType(InputTypes.TEXT_LINE).build()).build();" is 175.,21
xp,com.enonic.wem.api.xml.serializer,XmlLayoutDescriptorSerializerTest,test_to_xml,Long Statement,The length of the statement "Form configForm=Form.newForm().addFormItem(newInput().name("width").inputType(DOUBLE).label("Column width").build()).build();" is 125.,22
xp,com.enonic.wem.api.xml.serializer,XmlLayoutDescriptorSerializerTest,test_to_xml,Long Statement,The length of the statement "LayoutDescriptor layoutDescriptor=LayoutDescriptor.newLayoutDescriptor().displayName("A Layout").name("mylayout").config(configForm).regions(newRegionDescriptors().add(newRegionDescriptor().name("left").build()).add(newRegionDescriptor().name("right").build()).build()).key(LayoutDescriptorKey.from("module-1.0.0:mylayout")).build();" is 333.,22
xp,com.enonic.wem.api.entity,EntityIndexConfigTest,analyzer,Long Statement,The length of the statement "final EntityPropertyIndexConfig indexConfig=EntityPropertyIndexConfig.newEntityIndexConfig().analyzer("myAnalyzer").build();" is 124.,15
xp,com.enonic.wem.api.entity,EntityIndexConfigTest,addPropertyIndexConfig_given_property,Long Statement,The length of the statement "final PropertyIndexConfig propertyIndexConfig=PropertyIndexConfig.newPropertyIndexConfig().enabled(true).nGramEnabled(true).fulltextEnabled(true).build();" is 154.,23
xp,com.enonic.wem.api.entity,EntityIndexConfigTest,addPropertyIndexConfig_given_property,Long Statement,The length of the statement "final EntityPropertyIndexConfig indexConfig=EntityPropertyIndexConfig.newEntityIndexConfig().addPropertyIndexConfig(myProperty`propertyIndexConfig).build();" is 156.,23
xp,com.enonic.wem.api.entity,EntityIndexConfigTest,addPropertyIndexConfig_given_path,Long Statement,The length of the statement "final PropertyIndexConfig propertyIndexConfig=PropertyIndexConfig.newPropertyIndexConfig().enabled(true).nGramEnabled(true).fulltextEnabled(true).build();" is 154.,42
xp,com.enonic.wem.api.entity,EntityIndexConfigTest,addPropertyIndexConfig_given_path,Long Statement,The length of the statement "final EntityPropertyIndexConfig indexConfig=EntityPropertyIndexConfig.newEntityIndexConfig().addPropertyIndexConfig("test/path"`propertyIndexConfig).build();" is 157.,42
xp,com.enonic.wem.api.entity,EntityIndexConfigTest,getPropertyIndexConfig,Long Statement,The length of the statement "final PropertyIndexConfig propertyIndexConfig1=PropertyIndexConfig.newPropertyIndexConfig().enabled(true).nGramEnabled(true).fulltextEnabled(true).build();" is 155.,59
xp,com.enonic.wem.api.entity,EntityIndexConfigTest,getPropertyIndexConfig,Long Statement,The length of the statement "final PropertyIndexConfig propertyIndexConfig2=PropertyIndexConfig.newPropertyIndexConfig().enabled(true).nGramEnabled(true).fulltextEnabled(true).build();" is 155.,59
xp,com.enonic.wem.api.entity,EntityIndexConfigTest,getPropertyIndexConfig,Long Statement,The length of the statement "final PropertyIndexConfig propertyIndexConfig3=PropertyIndexConfig.newPropertyIndexConfig().enabled(true).nGramEnabled(true).fulltextEnabled(true).build();" is 155.,59
xp,com.enonic.wem.api.entity,EntityIndexConfigTest,getPropertyIndexConfig,Long Statement,The length of the statement "final PropertyIndexConfig propertyIndexConfig4=PropertyIndexConfig.newPropertyIndexConfig().enabled(true).nGramEnabled(true).fulltextEnabled(true).build();" is 155.,59
xp,com.enonic.wem.api.entity,EntityIndexConfigTest,getPropertyIndexConfig,Long Statement,The length of the statement "final EntityPropertyIndexConfig indexConfig=EntityPropertyIndexConfig.newEntityIndexConfig().addPropertyIndexConfig("test"`propertyIndexConfig1).addPropertyIndexConfig("test/path"`propertyIndexConfig2).addPropertyIndexConfig("test/path/child"`propertyIndexConfig3).addPropertyIndexConfig("test/path/child/sub"`propertyIndexConfig4).build();" is 340.,59
xp,com.enonic.wem.api.entity,EntityIndexConfigTest,array_values_gets_one_config_and_that_is_the_last_given,Long Statement,The length of the statement "final EntityPropertyIndexConfig indexConfig=EntityPropertyIndexConfig.newEntityIndexConfig().addPropertyIndexConfig(myArray1`PropertyIndexConfig.INDEXNON_PROPERTY_CONFIG).addPropertyIndexConfig(myArray2`PropertyIndexConfig.INDEXALL_PROPERTY_CONFIG).build();" is 257.,88
xp,com.enonic.wem.api.entity,EntityIndexConfigTest,array_values_gets_one_config_and_that_is_the_last_given,Long Statement,The length of the statement "assertEquals(indexConfig.getPropertyIndexConfig(myArray1.getPath())`indexConfig.getPropertyIndexConfig(myArray2.getPath()));" is 124.,88
xp,com.enonic.wem.api.entity,NodePathTest,getParentPaths,Magic Number,The method contains a magic number: 3,104
xp,com.enonic.wem.api.entity,NodePathTest,getParentPaths,Magic Number,The method contains a magic number: 2,104
xp,com.enonic.wem.api.entity,NodePathTest,removeFromBeginning,Long Statement,The length of the statement "assertEquals("/three/four"`new NodePath("/one/two/three/four").removeFromBeginning(new NodePath("/one/two")).toString());" is 121.,115
xp,com.enonic.wem.api.entity,NodeBuilderTest,build_given_index_config,Long Statement,The length of the statement "final Node myNode=Node.newNode().entityIndexConfig(EntityPropertyIndexConfig.newEntityIndexConfig().analyzer("myAnalyzer").build()).build();" is 140.,28
xp,com.enonic.wem.api.entity,NodeBuilderTest,build_property_given_String,Long Statement,The length of the statement "final Node myNode=Node.newNode().name(NodeName.from("my-node")).parent(NodePath.ROOT).property("testPath"`"testValue").build();" is 127.,42
xp,com.enonic.wem.api.entity,NodeBuilderTest,build_property_given_DateTime,Long Statement,The length of the statement "final Node myNode=Node.newNode().name(NodeName.from("my-node")).parent(NodePath.ROOT).property("testPath"`Instant.now()).build();" is 129.,76
xp,com.enonic.wem.api.entity,NodeBuilderTest,build_property_given_Value,Long Statement,The length of the statement "final Node myNode=Node.newNode().name(NodeName.from("my-node")).parent(NodePath.ROOT).property("testPath"`Value.newGeoPoint("79`80")).build();" is 142.,93
xp,com.enonic.wem.api.entity,NodeBuilderTest,build_given_all_builder_properties,Long Statement,The length of the statement "final Node myNode=Node.newNode().name(NodeName.from("my-name")).parent(NodePath.ROOT).modifiedTime(localDateTime.toInstant(ZoneOffset.UTC)).createdTime(localDateTime.toInstant(ZoneOffset.UTC)).creator(UserKey.from("test:creator")).modifier(UserKey.from("test:modifier")).modifiedTime(localDateTime.toInstant(ZoneOffset.UTC)).path("test").build();" is 346.,122
xp,com.enonic.wem.api.entity,NodeBuilderTest,build_given_all_builder_properties,Magic Number,The method contains a magic number: 2013,122
xp,com.enonic.wem.api.entity,NodeBuilderTest,build_given_all_builder_properties,Magic Number,The method contains a magic number: 10,122
xp,com.enonic.wem.api.entity,NodeBuilderTest,build_given_all_builder_properties,Magic Number,The method contains a magic number: 25,122
xp,com.enonic.wem.api.entity,NodeBuilderTest,build_given_all_builder_properties,Magic Number,The method contains a magic number: 10,122
xp,com.enonic.wem.api.entity,NodeBuilderTest,build_given_all_builder_properties,Magic Number,The method contains a magic number: 43,122
xp,com.enonic.wem.api.entity,NodeBuilderTest,checkIllegalEdit_given_changed_parent_then_illegal,Long Statement,The length of the statement "final Node myEditedNode=Node.newNode(EntityId.from("myid")).name(NodeName.from("my-name")).parent(NodePath.newPath("test").build()).build();" is 140.,149
xp,com.enonic.wem.api.entity,NodeBuilderTest,checkIllegalEdit_given_changed_modifier_then_illegal,Long Statement,The length of the statement "final Node myEditedNode=Node.newNode(EntityId.from("myid")).name(NodeName.from("my-name")).parent(NodePath.ROOT).modifier(UserKey.from("test:modifier")).build();" is 161.,167
xp,com.enonic.wem.api.entity,NodeBuilderTest,checkIllegalEdit_given_changed_properties_allowed,Long Statement,The length of the statement "final Node myEditedNode=Node.newNode(EntityId.from("myid")).name(NodeName.from("my-name")).parent(NodePath.ROOT).property("data"`"myData").build();" is 147.,186
xp,com.enonic.wem.api.entity,EntityIndexConfig,hashCode,Magic Number,The method contains a magic number: 31,101
xp,com.enonic.wem.api.entity,EntityIndexConfig,hashCode,Magic Number,The method contains a magic number: 31,101
xp,com.enonic.wem.api.entity,Attachment,hashCode,Magic Number,The method contains a magic number: 31,123
xp,com.enonic.wem.api.entity,Attachment,hashCode,Magic Number,The method contains a magic number: 32,123
xp,com.enonic.wem.api.entity,Attachment,hashCode,Magic Number,The method contains a magic number: 31,123
xp,com.enonic.wem.api.entity,Attachment,hashCode,Magic Number,The method contains a magic number: 31,123
xp,com.enonic.wem.api.entity,EntityPatternIndexConfig,addConfig,Long Statement,The length of the statement "this.configs.add(PathIndexConfig.newConfig().path(DataPath.from(path)).propertyIndexConfig(propertyIndexConfig).build());" is 121.,66
xp,com.enonic.wem.api.entity,EntityPatternIndexConfig,hashCode,Magic Number,The method contains a magic number: 31,116
xp,com.enonic.wem.api.entity,EntityPatternIndexConfig,hashCode,Magic Number,The method contains a magic number: 31,116
xp,com.enonic.wem.api.entity,Builder,addConfig,Long Statement,The length of the statement "this.configs.add(PathIndexConfig.newConfig().path(DataPath.from(path)).propertyIndexConfig(propertyIndexConfig).build());" is 121.,66
xp,com.enonic.wem.api.entity,NodeVersion,hashCode,Magic Number,The method contains a magic number: 31,72
xp,com.enonic.wem.api.entity,NodeComparison,hashCode,Magic Number,The method contains a magic number: 31,51
xp,com.enonic.wem.api.entity,RelationshipType,equals,Long Statement,The length of the statement "return Objects.equal(this.name`that.name) && Objects.equal(this.displayName`that.displayName) && Objects.equal(this.relationshipTypeName`that.relationshipTypeName)&& Objects.equal(this.fromSemantic`that.fromSemantic)&& Objects.equal(this.toSemantic`that.toSemantic);" is 266.,90
xp,com.enonic.wem.api.entity,Entity,attachments,Long Statement,The length of the statement "changes.recordChange(newPossibleChange("attachments").from(this.originalEntity.attachments()).to(this.attachments).build());" is 124.,199
xp,com.enonic.wem.api.entity,Entity,entityIndexConfig,Long Statement,The length of the statement "changes.recordChange(newPossibleChange("data").from(this.originalEntity.entityIndexConfig).to(this.entityIndexConfig).build());" is 127.,207
xp,com.enonic.wem.api.entity,Entity,equals,Complex Method,Cyclomatic complexity of the method is 9,354
xp,com.enonic.wem.api.entity,Entity,equals,Long Statement,The length of the statement "if (entityIndexConfig != null ? !entityIndexConfig.equals(entity.entityIndexConfig) : entity.entityIndexConfig != null) {" is 121.,354
xp,com.enonic.wem.api.entity,Entity,hashCode,Magic Number,The method contains a magic number: 31,396
xp,com.enonic.wem.api.entity,Entity,hashCode,Magic Number,The method contains a magic number: 31,396
xp,com.enonic.wem.api.entity,Entity,hashCode,Magic Number,The method contains a magic number: 31,396
xp,com.enonic.wem.api.entity,Entity,hashCode,Magic Number,The method contains a magic number: 31,396
xp,com.enonic.wem.api.entity,Entity,hashCode,Magic Number,The method contains a magic number: 31,396
xp,com.enonic.wem.api.entity,EditBuilder,attachments,Long Statement,The length of the statement "changes.recordChange(newPossibleChange("attachments").from(this.originalEntity.attachments()).to(this.attachments).build());" is 124.,199
xp,com.enonic.wem.api.entity,EditBuilder,entityIndexConfig,Long Statement,The length of the statement "changes.recordChange(newPossibleChange("data").from(this.originalEntity.entityIndexConfig).to(this.entityIndexConfig).build());" is 127.,207
xp,com.enonic.wem.api.entity,Node,equals,Complex Method,Cyclomatic complexity of the method is 9,298
xp,com.enonic.wem.api.entity,Node,hashCode,Magic Number,The method contains a magic number: 31,341
xp,com.enonic.wem.api.entity,Node,hashCode,Magic Number,The method contains a magic number: 31,341
xp,com.enonic.wem.api.entity,Node,hashCode,Magic Number,The method contains a magic number: 31,341
xp,com.enonic.wem.api.entity,Node,hashCode,Magic Number,The method contains a magic number: 31,341
xp,com.enonic.wem.api.entity,PropertyIndexConfig,equals,Long Statement,The length of the statement "return Objects.equals(this.enabled`that.enabled) && Objects.equals(this.fulltextEnabled`that.fulltextEnabled) && Objects.equals(this.nGramEnabled`that.nGramEnabled);" is 165.,53
xp,com.enonic.wem.api.entity,PathIndexConfig,hashCode,Magic Number,The method contains a magic number: 31,83
xp,com.enonic.wem.api.entity,EntityPropertyIndexConfig,equals,Long Statement,The length of the statement "return Objects.equals(this.getAnalyzer()`that.getAnalyzer()) && Objects.equals(this.propertyIndexConfigs`that.propertyIndexConfigs);" is 132.,38
xp,com.enonic.wem.api.entity,RelationshipKey,equals,Long Statement,The length of the statement "return Objects.equals(type`that.type) && Objects.equals(fromItem`that.fromItem) && Objects.equals(toItem`that.toItem)&& Objects.equals(managingData`that.managingData);" is 167.,66
xp,com.enonic.wem.api.entity,RelationshipKey,toString,Long Statement,The length of the statement "return com.google.common.base.Objects.toStringHelper(this).add("fromItem"`fromItem).add("toItem"`toItem).add("type"`type).add("managingData"`managingData).toString();" is 166.,86
xp,com.enonic.wem.api.relationship,RelationshipKeysTest,equals,Long Statement,The length of the statement "return new Object[]{RelationshipKeys.from(parent_111_222_myOtherInput)`RelationshipKeys.from(parent_111_222_myInput)`RelationshipKeys.from(parent_111_222_myInput`parent_555_222_myInput)`RelationshipKeys.from(parent_111_222_myInput`parent_111_222_myOtherInput`parent_555_222_myInput)};" is 284.,32
xp,com.enonic.wem.api.relationship,RelationshipKeysTest,getObjectsThatNotEqualsX,Long Statement,The length of the statement "return new Object[]{RelationshipKeys.from(parent_111_222_myOtherInput)`RelationshipKeys.from(parent_111_222_myInput)`RelationshipKeys.from(parent_111_222_myInput`parent_555_222_myInput)`RelationshipKeys.from(parent_111_222_myInput`parent_111_222_myOtherInput`parent_555_222_myInput)};" is 284.,43
xp,com.enonic.wem.api.relationship,CreateRelationshipParamsTest,equals,Long Statement,The length of the statement "return new Object[]{createRelationship(RelationshipTypeName.PARENT`ContentId.from("1")`ContentId.from("2")`"val1")`createRelationship(RelationshipTypeName.LIKE`ContentId.from("3")`ContentId.from("2")`"val1")`createRelationship(RelationshipTypeName.LIKE`ContentId.from("1")`ContentId.from("3")`"val1")`createRelationship(RelationshipTypeName.LIKE`ContentId.from("1")`ContentId.from("2")`"otherValue")};" is 401.,12
